ID,class,category,subcategory,order,entry,name
C07546,Ion channels,Cys-loop superfamily,Acetylcholine (nicotinic),muscle-type nicotinic cholinergic receptor [HSA:1134 1140 1144 1145 1146] [KO:K04803 K04812 K04816 K04817 K04818],C07546,Succinylcholine	Antagonist
C11690,Ion channels,Cys-loop superfamily,Acetylcholine (nicotinic),nicotinic cholinergic receptor [HSA:1134 1135 1136 1137 1138 8973 1139 55584 57053 1140 1141 1142 1143 1144 1145 1146] [KO:K04803 K04804 K04805 K04806 K04807 K04808 K04809 K04810 K04811 K04812 K04813 K04814 K04815 K04816 K04817 K04818],C11690,Epibatidine	Agonist
C00745,Ion channels,Cys-loop superfamily,Acetylcholine (nicotinic),nicotinic cholinergic receptor [HSA:1134 1135 1136 1137 1138 8973 1139 55584 57053 1140 1141 1142 1143 1144 1145 1146] [KO:K04803 K04804 K04805 K04806 K04807 K04808 K04809 K04810 K04811 K04812 K04813 K04814 K04815 K04816 K04817 K04818],C00745,Nicotine	Antagonist
C07547,Ion channels,Cys-loop superfamily,Acetylcholine (nicotinic),nicotinic cholinergic receptor [HSA:1134 1135 1136 1137 1138 8973 1139 55584 57053 1140 1141 1142 1143 1144 1145 1146] [KO:K04803 K04804 K04805 K04806 K04807 K04808 K04809 K04810 K04811 K04812 K04813 K04814 K04815 K04816 K04817 K04818],C07547,Tubocurarine	Antagonist
C13646,Ion channels,Cys-loop superfamily,Serotonin (5-HT3),5-HT3-receptor [HSA:3359 9177 170572 200909 285242] [KO:K04819],C13646,m-Chlorophenylbiguanide	Agonist
C13670,Ion channels,Glutamate-gated cation channels,"Glutamate (ionotropic), non-NMDA",AMPA receptor [HSA:2890 2891 2892 2893] [KO:K05197 K05198 K05199 K05200],C13670,Talampanel	Antagonist
C08296,Ion channels,Glutamate-gated cation channels,"Glutamate (ionotropic), non-NMDA",AMPA receptor [HSA:2890 2891 2892 2893] [KO:K05197 K05198 K05199 K05200],C08296,Quisqualic acid	Agonist
C13667,Ion channels,Glutamate-gated cation channels,"Glutamate (ionotropic), non-NMDA",AMPA receptor [HSA:2890 2891 2892 2893] [KO:K05197 K05198 K05199 K05200],C13667,"2,3-Dioxo-6-nitro-7-sulfamoylbenzo[f]quinoxaline	Antagonist"
C13668,Ion channels,Glutamate-gated cation channels,"Glutamate (ionotropic), non-NMDA",AMPA receptor [HSA:2890 2891 2892 2893] [KO:K05197 K05198 K05199 K05200],C13668,"6-Cyano-7-nitroquinoxaline-2,3-dione	Antagonist"
C13672,Ion channels,Glutamate-gated cation channels,"Glutamate (ionotropic), non-NMDA",AMPA receptor [HSA:2890 2891 2892 2893] [KO:K05197 K05198 K05199 K05200],C13672,(S)-AMPA	Agonist
C12819,Ion channels,Glutamate-gated cation channels,"Glutamate (ionotropic), non-NMDA",kainate receptor [HSA:2897 2898 2899 2900 2901] [KO:K05201 K05202 K05203 K05204 K05205],C12819,Kainic acid	Agonist
C13667,Ion channels,Glutamate-gated cation channels,"Glutamate (ionotropic), non-NMDA",kainate receptor [HSA:2897 2898 2899 2900 2901] [KO:K05201 K05202 K05203 K05204 K05205],C13667,"2,3-Dioxo-6-nitro-7-sulfamoylbenzo[f]quinoxaline	Antagonist"
C13668,Ion channels,Glutamate-gated cation channels,"Glutamate (ionotropic), non-NMDA",kainate receptor [HSA:2897 2898 2899 2900 2901] [KO:K05201 K05202 K05203 K05204 K05205],C13668,"6-Cyano-7-nitroquinoxaline-2,3-dione	Antagonist"
C08014,Ion channels,Glutamate-gated cation channels,"Glutamate (ionotropic), NMDA",N-methyl-D-aspartate receptor [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212],C08014,Levorphanol	Antagonist
C07843,Ion channels,Glutamate-gated cation channels,"Glutamate (ionotropic), NMDA",N-methyl-D-aspartate receptor [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212],C07843,Ketamine hydrochloride	Antagonist
C12269,Ion channels,Glutamate-gated cation channels,"Glutamate (ionotropic), NMDA",N-methyl-D-aspartate receptor [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212],C12269,N-Methyl-D-aspartic acid	Agonist
C13750,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C13750,Batrachotoxin	Opener
C13852,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C13852,Sipatrigine	Blocker
C04623,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C04623,DDT	Modulator
C11043,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C11043,Methoxychlor	Modulator
C10980,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C10980,Bifenthrin	Modulator
C10982,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C10982,Cyfluthrin	Modulator
C10983,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C10983,Cyhalothrin	Modulator
C10984,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C10984,Cypermethrin	Modulator
C07894,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C07894,Procaine hydrochloride	Blocker
C10985,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C10985,Deltamethrin	Modulator
C10988,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C10988,Fenvalerate	Modulator
C10991,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C10991,Resmethrin	Modulator
C10992,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C10992,Tefluthrin	Modulator
C12962,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C12962,Cyphenothrin	Modulator
C13410,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C13410,Transfluthrin	Modulator
C14387,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C14387,Phenothrin	Modulator
C14388,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C14388,Permethrin	Modulator
C14524,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C14524,Flucythrinate	Modulator
C18373,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C18373,Tetramethrin	Modulator
C18408,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C18408,Acrinathrin	Modulator
C18409,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C18409,Cycloprothrin	Modulator
C18410,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C18410,Etofenprox	Modulator
C18411,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C18411,Fenpropathrin	Modulator
C18412,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C18412,Silafluofen	Modulator
C18413,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C18413,Tralomethrin	Modulator
C18147,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C18147,Esfenvalerate	Modulator
C18715,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C18715,alpha-Cypermethrin	Modulator
C18790,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C18790,tau-Fluvalinate	Modulator
C07594,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C07594,Pyrethrin I
C09894,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C09894,Pyrethrin II	Modulator
C09845,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C09845,Cinerin I	Modulator
C09846,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C09846,Cinerin II	Modulator
C16780,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C16780,Jasmolin I	Modulator
C16781,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C16781,Jasmolin II	Modulator
C13757,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C13757,Saxitoxin	Blocker
C14337,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C14337,Bioallethrin	Modulator
C16810,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C16810,Bioresmethrin	Modulator
C10989,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C10989,Fluvalinate
C18524,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C18524,Empenthrin	Modulator
C09103,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",voltage-gated sodium channel [HSA:6323 6326 6328 6329 6331 6334 6335] [KO:K04833 K04834 K04836 K04837 K04838 K04840 K04841],C09103,Grayanotoxin I	Opener
C11692,Ion channels,Voltage-gated cation channels,"Na+ channel, SCN alpha, NaV1.x",tetrodotoxin-sensitive voltage-gated sodium channel,C11692,Tetrodotoxin  Blocker
C19906,Ion channels,Voltage-gated cation channels,"Ca2+ channel, CACN alpha-1, CaVx.x",voltage-dependent calcium channel N type alpha-1B [HSA:774] [KO:K04849],C19906,omega-Conotoxin	Blocker
C13776,Ion channels,Voltage-gated cation channels,"K+ channel, KCNH, Kv10-12.x (Ether-a-go-go)","potassium voltage-gated channel, subfamily H (eag-related), member 2 [HSA:3757] [KO:K04905]",C13776,E-4031	Blocker
C13820,Ion channels,Voltage-gated cation channels,"K+ channel, KCNQ, Kv7.x (KQT-like)","potassium voltage-gated channel, KQT-like subfamily, member 1 [HSA:3784] [KO:K04926]",C13820,Chromanol 293B	Blocker
C20048,Ion channels,Voltage-gated cation channels,"K+ channel, KCNN, KCa2-3.x (Small conductance)","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1 [HSA:3780] [KO:K04942]",C20048,Apamine	Blocker
C20048,Ion channels,Voltage-gated cation channels,"K+ channel, KCNN, KCa2-3.x (Small conductance)","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2 [HSA:3781] [KO:K04943]",C20048,Apamine	Blocker
C20048,Ion channels,Voltage-gated cation channels,"K+ channel, KCNN, KCa2-3.x (Small conductance)","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 [HSA:3782] [KO:K04944]",C20048,Apamine	Blocker
C07894,Ion channels,Related to voltage-gated cation channels,Ryanodine receptor (RYR),ryanodine receptor [HSA:6261 6262 6263] [KO:K04961 K04962 K04963],C07894,Procaine hydrochloride	Blocker
C03882,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPV (Vanilloid)","transient receptor potential cation channel, subfamily V, member 1 [HSA:7442] [KO:K05222]",C03882,Piperine	Agonist
C06866,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPV (Vanilloid)","transient receptor potential cation channel, subfamily V, member 1 [HSA:7442] [KO:K05222]",C06866,Capsaicin	Agonist
C16952,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPV (Vanilloid)","transient receptor potential cation channel, subfamily V, member 1 [HSA:7442] [KO:K05222]",C16952,Dihydrocapsaicin	Agonist
C09201,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPV (Vanilloid)","transient receptor potential cation channel, subfamily V, member 1 [HSA:7442] [KO:K05222]",C09201,Tinyatoxin	Agonist
C09179,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPV (Vanilloid)","transient receptor potential cation channel, subfamily V, member 1 [HSA:7442] [KO:K05222]",C09179,Resiniferatoxin	Agonist
C10494,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPV (Vanilloid)","transient receptor potential cation channel, subfamily V, member 1 [HSA:7442] [KO:K05222]",C10494,[6]-Shogaol	Agonist
C09840,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPV (Vanilloid)","transient receptor potential cation channel,  subfamily V, member 3 [HSA:162514] [KO:K04972]",C09840,Carvacrol	Agonist
C20171,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPM (Melastatin/Long TRP)","transient receptor potential cation channel, subfamily M, member 8 [HSA:79054] [KO:K04983]",C20171,Icilin	Activator
C01471,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPA (ANKTM1)","transient receptor potential cation channel, subfamily A, member 1 [HSA:8989] [KO:K04984]",C01471,Acrolein	Agonist
C07600,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPA (ANKTM1)","transient receptor potential cation channel, subfamily A, member 1 [HSA:8989] [KO:K04984]",C07600,Allicin	Agonist
C19317,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPA (ANKTM1)","transient receptor potential cation channel, subfamily A, member 1 [HSA:8989] [KO:K04984]",C19317,Allyl isothiocyanate	Agonist
C20170,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPA (ANKTM1)","transient receptor potential cation channel, subfamily A, member 1 [HSA:8989] [KO:K04984]",C20170,Benzoyl isothiocyanate	Agonist
C03098,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPA (ANKTM1)","transient receptor potential cation channel, subfamily A, member 1 [HSA:8989] [KO:K04984]",C03098,Benzyl isothiocyanate	Agonist
C00903,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPA (ANKTM1)","transient receptor potential cation channel, subfamily A, member 1 [HSA:8989] [KO:K04984]",C00903,Cinnamaldehyde	Agonist
C20171,Ion channels,Related to voltage-gated cation channels,"Transient receptor potential family, TRPA (ANKTM1)","transient receptor potential cation channel, subfamily A, member 1 [HSA:8989] [KO:K04984]",C20171,Icilin	Agonist
C11819,Ion channels,Related to inward rectifier K+ channels,Inward rectifier channel (Kir),"potassium inwardly-rectifying channel, subfamily J, member 11 [HSA:3767] [KO:K05004]",C11819,Cromakalim	Opener
C11819,Transporters,ABC Transporters,"ATP-binding cassette,  subfamily C (CFTR/MRP),  member 8 [HSA:6833] [KO:K05032]",N/A,C11819,Cromakalim	Opener
C01604,Transporters,Solute carrier family,SLC5,SLC5A1 (SGLT1) [HSA:6523] [KO:K14158],C01604,Phlorizin	Inhibitor
C01604,Transporters,Solute carrier family,SLC5,SLC5A2 (SGLT2) [HSA:6524] [KO:K14382],C01604,Phlorizin	Inhibitor
C07577,Transporters,Solute carrier family,SLC6,SLC6A4 [HSA:6532] [KO:K05037],C07577,"3,4-Methylenedioxymethamphetamine	Inhibitor"
C13665,Transporters,Solute carrier family,SLC6,SLC6A4 [HSA:6532] [KO:K05037],C13665,2-Methyl-5-hydroxytryptamine	Inhibitor
C07017,Transporters,Solute carrier family,SLC12,SLC12A2 [HSA:6558] [KO:K10951],C07017,Furosemide	Inhibitor
C00389,Transporters,Solute carrier family,SLC22,SLC22A8 [HSA:9376] [KO:K08205],C00389,Quercetin	Inhibitor
C20439,Transporters,Solute carrier family,SLC29,SLC29A1 [HSA:2030] [KO:K15014],C20439,NBMPR	Inhibitor
C08271,Enzymes,Oxidoreductases,aldehyde dehydrogenase [EC:1.2.1.3],N/A,C08271,Coprine	Inhibitor
C06536,Enzymes,Oxidoreductases,monoamine oxidase A (MAO-A) [HSA:4128] [KO:K00274] [EC:1.4.3.4],N/A,C06536,Harmaline	Inhibitor
C15476,Enzymes,Oxidoreductases,monoamine oxidase B (MAO-B) [HSA:4129] [KO:K00274] [EC:1.4.3.4],N/A,C15476,Norselegiline	Inhibitor
C20157,Enzymes,Oxidoreductases,monoamine oxidase B (MAO-B) [HSA:4129] [KO:K00274] [EC:1.4.3.4],N/A,C20157,beta-Carboline	Inhibitor
C14470,Enzymes,Oxidoreductases,"cytochrome P450, family 1, subfamily A, polypeptide 1 [HSA:1543] [KO:K07408] [EC:1.14.14.1]",N/A,C14470,3-Methylcholanthrene	Inducer
C06186,Enzymes,Oxidoreductases,tyrosinase [HSA:7299] [KO:K00505] [EC:1.14.18.1],N/A,C06186,Arbutin	Inhibitor
C18342,Enzymes,Oxidoreductases,tyrosinase [HSA:7299] [KO:K00505] [EC:1.14.18.1],N/A,C18342,3-O-Ethyl-L-ascorbic acid	Inhibitor
C18339,Enzymes,Oxidoreductases,tyrosinase [HSA:7299] [KO:K00505] [EC:1.14.18.1],N/A,C18339,L-Ascorbic acid-2-glucoside	Inhibitor
C18340,Enzymes,Oxidoreductases,tyrosinase [HSA:7299] [KO:K00505] [EC:1.14.18.1],N/A,C18340,Magnesium L-ascorbic acid-2-phosphate	Inhibitor
C18341,Enzymes,Oxidoreductases,tyrosinase [HSA:7299] [KO:K00505] [EC:1.14.18.1],N/A,C18341,Sodium L-ascorbic acid 2-phosphate	Inhibitor
C10788,Enzymes,Oxidoreductases,tyrosinase [HSA:7299] [KO:K00505] [EC:1.14.18.1],N/A,C10788,Ellagic acid	Inhibitor
C14516,Enzymes,Oxidoreductases,tyrosinase [HSA:7299] [KO:K00505] [EC:1.14.18.1],N/A,C14516,Kojic acid	Inhibitor
C01595,Enzymes,Oxidoreductases,tyrosinase [HSA:7299] [KO:K00505] [EC:1.14.18.1],N/A,C01595,Linoleate	Inhibitor
C18346,Enzymes,Oxidoreductases,tyrosinase [HSA:7299] [KO:K00505] [EC:1.14.18.1],N/A,C18346,4-Methoxy potassium salicylate	Inhibitor
C17690,Enzymes,Oxidoreductases,tyrosinase [HSA:7299] [KO:K00505] [EC:1.14.18.1],N/A,C17690,4-(4-Hydroxyphenyl)-2-butanol	Inhibitor
C18343,Enzymes,Oxidoreductases,tyrosinase-related protein 1 [HSA:7306] [KO:K00506] [EC:1.14.18.-],N/A,C18343,4-n-Butylresorcinol	Inhibitor
C18363,Enzymes,Oxidoreductases,prostaglandin-endoperoxide synthase 1 [HSA:5742] [KO:K00509] [EC:1.14.99.1],N/A,C18363,Firocoxib	Inhibitor
C18364,Enzymes,Oxidoreductases,prostaglandin-endoperoxide synthase 1 [HSA:5742] [KO:K00509] [EC:1.14.99.1],N/A,C18364,Carprofen	Inhibitor
C07587,Enzymes,Oxidoreductases,prostaglandin-endoperoxide synthase 1 [HSA:5742] [KO:K00509] [EC:1.14.99.1],N/A,C07587,Sodium salicylate	Inhibitor
C06991,Enzymes,Oxidoreductases,prostaglandin-endoperoxide synthase 2 [HSA:5743] [KO:K11987] [EC:1.14.99.1],N/A,C06991,Etodolac	Inhibitor
C18363,Enzymes,Oxidoreductases,prostaglandin-endoperoxide synthase 2 [HSA:5743] [KO:K11987] [EC:1.14.99.1],N/A,C18363,Firocoxib	Inhibitor
C18364,Enzymes,Oxidoreductases,prostaglandin-endoperoxide synthase 2 [HSA:5743] [KO:K11987] [EC:1.14.99.1],N/A,C18364,Carprofen	Inhibitor
C07587,Enzymes,Oxidoreductases,prostaglandin-endoperoxide synthase 2 [HSA:5743] [KO:K11987] [EC:1.14.99.1],N/A,C07587,Sodium salicylate	Inhibitor
C01108,Enzymes,Transferases,catechol O-methyltransferase [HSA:1312] [KO:K00545] [EC:2.1.1.6],N/A,C01108,"1,2,3-Trihydroxybenzene	Inhibitor"
C15474,Enzymes,Transferases,catechol O-methyltransferase [HSA:1312] [KO:K00545] [EC:2.1.1.6],N/A,C15474,Tropolone	Inhibitor
C15475,Enzymes,Transferases,catechol O-methyltransferase [HSA:1312] [KO:K00545] [EC:2.1.1.6],N/A,C15475,U 0521	Inhibitor
C15477,Enzymes,Transferases,catechol O-methyltransferase [HSA:1312] [KO:K00545] [EC:2.1.1.6],N/A,C15477,CGP 28014	Inhibitor
C20132,Enzymes,Transferases,3-oxoacyl-[acyl-carrier-protein] synthase II [HSA:54995] [KO:K09458] [EC:2.3.1.179],N/A,C20132,Platensimycin	Inhibitor
C07185,Enzymes,Transferases,4-aminobutyrate aminotransferase [HSA:18] [KO:K13524] [EC:2.6.1.19 2.6.1.22],N/A,C07185,Valproic acid	Inhibitor
C12110,Enzymes,Transferases,4-aminobutyrate aminotransferase [HSA:18] [KO:K13524] [EC:2.6.1.19 2.6.1.22],N/A,C12110,Gabaculine	Inhibitor
C10721,Enzymes,Transferases,novel protein kinase C delta [HSA:5580] [KO:K06068] [EC:2.7.11.13],N/A,C10721,Rottlerin	Inhibitor
C14123,Enzymes,Transferases,cyclin-dependent kinase 2 [HSA:1017] [KO:K02206] [EC:2.7.11.22],N/A,C14123,BMS-268770	Inhibitor
C11198,Enzymes,Hydrolases,phospholipase A2 [EC:3.1.1.4],N/A,C11198,Melitten	Stimulator
C14426,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14426,Acephate	Inhibitor
C14127,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14127,Acotiamide	Inhibitor
C18414,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18414,Alanycarb	Inhibitor
C18906,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18906,Aldoxycarb	Inhibitor
C11015,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C11015,Aldicarb	Inhibitor
C11071,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C11071,Aminocarb	Inhibitor
C06605,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C06605,Aminoparathion	Inhibitor
C10841,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C10841,Anatoxin a	Inhibitor
C19998,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C19998,Anatoxin a(s)	Inhibitor
C18702,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18702,Azamethiphos	Inhibitor
