title,date,analysis,platform,ID,submitter,publications,organism,organism_parts,metabolites1,metabolites2,metabolites3,metabolites4,metabolites5,metabolites6,metabolites7,metabolites8,metabolites9,metabolites10,metabolites11,metabolites12,metabolites13,metabolites14,metabolites15,metabolites16,metabolites17,metabolites18,metabolites19,metabolites20
Nicotinamide Riboside is Uniquely Bioavailable in People and Mice,2016/9/9,mass spectrometry,ACQUITY TQD (Waters),MTBLS368,Charles Brenner,,blank; Mus musculus; reference compound; Homo sapiens,blank; heart; mixture; blood plasma,"NAD; NAAD; NADP; Nam; MeNam; [13C1]-NAD; [13C1]-NAAD; [13C1]-NADP; [13C1]-Nam; [13C1]-MeNam; [13C1,D]-NAD; [13C,D]-NAAD; [13C,D]-NADP; [13C10]-NADP; [13C10]-NAD; [18O1]-Nam; [18O1, D3]-MeNam",,,,,,,,,,,,,,,,,,,
Development and validation of the PyMS Mass Spectrometry software,2012/3/29,mass spectrometry,Agilent 5975E GC/MSD (Agilent),MTBLS6,David De Souza; Sean O'Callaghan,,reference compound; Bos taurus,mixture; fetal serum,,,,,,,,,,,,,,,,,,,,
Lipid mediators of inflammation in BALF 3-13 days after infection with influenza.,2013/5/30,mass spectrometry,API 4000 QTRAP (AB Sciex),MTBLS34,Alan Aderem,,Mus musculus,bronchoalveolar lavage,"6k-PGF1a; PGF2a; PGE2; PGD2; PGF1a; PGE1; 6,15dk,13,14dh-PGF1a; 15k-PGF1a; 15k-PGF2a; 15k-PGE2; 13,14dh,15k-PGE2; 13,14dh,15k-PGD2; tetranor-12R-HETE; 12-HHTrE; 11-HETE; 13-HDoHE; PGA2; PGB2; PGJ2; 8-HDoHE; 16-HDoHE; 20-HDoHE; LTB4; 20oh-LTB4; 6t-LTB4; 12epi-LTB4; 6t,12epi-LTB4; LTC4; LTD4; LTE4; 11t-LTE4; 5-HETE; 7-HDoHE; 4-HDoHE; 9-HOTrE; 15-HETE; 15-HEPE; 17-HDoHE; 13-HODE; 13-HOTrE; 13-HOTrE(y); 15-HETrE; 8-HETE; 10-HDoHE; 8-HETrE; 12-HETE; 12-HEPE; 14-HDoHE; 11-HDoHE; 9-HODE; HXB3; 5-oxoETE; 13-oxoODE; 19-HETE; 18-HETE; 18-HEPE; 5,6-EET; 8,9-EET; 11,12-EET; 14,15-EET; 17(18)-EpETE; 19(20)-EpDPE; 19(20)-DiHDPA; 9,10-EpOME; 12,13-EpOME; 5,6-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 14,15-DiHETrE; 9,10-DiHOME; 12,13-DiHOME; arachidonic acid; adrenic acid",,,,,,,,,,,,,,,,,,,
Individual variability in human blood metabolites identifies age-related differences - constant blood metabolite levels during 24h in 4 individuals.,2016/3/10,mass spectrometry,LTQ Orbitrap Classic (Thermo Scientific),MTBLS264,Romanas Chaleckis; Hiroshi Kondoh; Mitsuhiro Yanagida; Itsuo Murakami; Junko Takada,,Homo sapiens,blood,"GDP; GMP; UMP; UTP; Hypoxanthine; Urate; Uridine; Xanthine; UDP-acetyl-glucosamine; UDP-glucose; UDP-glucuronate; 6-Phosphogluconate; Diphospho-glycerate; Fructose-6-phosphate; Glucose-6-phosphate; Glyceraldehyde-3-phosphate; Glycerol-2-phosphate; Pentose-phosphate; 2-Phosphoglycerate; 3-Phosphoglycerate; Sedoheptulose-7-phosphate; 1,5-Anhydroglucitol; Gluconate; Glucose; myo-Inositol; 2-Oxoglutarate; Chenodeoxycholate; Glycochenodeoxycholate; cis-Aconitate; Citramalate; Citrate; Glutarate; Glycerate; Malate; Succinate; Asparagine; Aspartate; Glutamate; Glutamine; Isoleucine; Leucine; Lysine; Methionine; Proline; Serine; Threonine; Valine; N-Acetyl-aspartate; Creatinine; Indoxyl-sulfate; Ornithine; Quinolinic acid; Taurine; HEPES [M-H]-; PIPES [M-H]-",,,,,,,,,,,,,,,,,,,
LCMS analysis of seven apple varieties with a leaking chromatographic column,2015/6/5,mass spectrometry,SYNAPT MS (Waters),MTBLS99,Ron Wehrens; Panagiotis Arapitsas,,Malus domestica,fruit,,,,,,,,,,,,,,,,,,,,
Metabolic characterization of the natural progression of chronic hepatitis B (Oxylipin assay).,2016/6/6,mass spectrometry,6490 Triple Quadrupole LC/MS (Agilent),MTBLS253,Johannes Cornelius Schoeman; Jun Hou,,Homo sapiens,blood serum,"10-HDoHE; 11-HDoHE; 11-HETE; 12,13-DiHODE; 12,13-DiHOME; 12,13-EpOME; 12-HETE; 12S-HEPE; 12S-HHTrE; 13-HDoHE; 13-HODE; 13-KODE; 14,15-DiHETrE; 14-HDoHE; 15-HETE; 15S-HEPE; 15S-HETrE; 17,18-DiHETE; 19,20-DiHDPA; 19,20-EpDPE; 20-HDoHE; 5,6-DiHETrE; 5-HETE; 5S-HETrE; 8,9-DiHETrE; 9,10-DiHOME; 9,10-EpOME; 9,12,13-TriHOME; 9-HODE; 9-HOTrE; LTB4; PGE2; PGF2a; TXB2",,,,,,,,,,,,,,,,,,,
ATP-binding Cassette Sub-family C Member 5 (ABCC5) Functions as an Efflux Transporter of Glutamate Conjugates and Analogs,2015/11/2,mass spectrometry,LTQ Orbitrap Discovery (Thermo Scientific),MTBLS197,Koen van de Wetering; Robert Jansen,,Mus musculus,brain,N-acetylaspartyl glutamate; beta-Citrylglutamic acid; N-acetyl-aspartyl-glutamyl-glutamate; Beta-citryl-glutamyl-glutamate; Aspartyl-glycyl-glutamate; SAICA riboside,,,,,,,,,,,,,,,,,,,
Mining for metabolic responses to long-term salt stress: a case study on the model legume Lotus japonicus (A),2015/9/14,mass spectrometry,GC-MS,MTBLS43,Diego Sanchez; Joachim Kopka,,Lotus japonicus,shoot system,"L-lysine; L-homoserine; benzoic acid; trans-4-coumaric acid; malic acid; dodecane; cis-4-coumaric acid; isopropyl beta-D-thiogalactopyranoside; L-valine; D-glucuronic acid; myo-inositol; adipic acid; L-phenylalanine; pyroglutamic acid; fumaric acid; L-glutamic acid; glycolic acid; spermine; hydroxylamine; L-glyceric acid; benzyl alcohol; psicose; octadecane; succinic acid; ferulic acid; L-serine; maleic acid; L-asparagine; L-threonine; nicotinic acid; 3-hydroxypyridine; 4-hydroxybenzoic acid; L-shikimic acid; sucrose; D-saccharic acid; D-xylose; uric acid; ethanolamine; malonic acid; nonadecane; phenethylamine; D-ribitol; D-glucopyranose; alpha,alpha'-D-Trehalose; cis-aconitic acid; D-arabinitol; raffinose; phosphoric acid; spermidine; D-sorbitol; 2,4-dihydroxybutanoic acid; erythronic acid; (S)-piperidine-2-carboxylic acid; L-glutamine; hexadecan-1-ol; beta-maltose; Itaconic acid; D-gulonic acid; pentadecane; 1,6-anhydro-beta-D-glucose; glycerol; leucine; methanediimine; citric acid; galactaric acid; D-glucose 6-phosphate; diethylene glycol; L-proline; 4-hydroxypyridine; putrescine; L-aspartic acid; 3-cyano-L-alanine; 3-hydroxy-3-methylglutaric acid; docosane; phosphoric acid monomethyl ester; D-pinitol; glycine; isoleucine; dotriacontane; 2-hydroxypyridine; palmitic acid; lactic acid; meso-erythritol; benzene-1,2,4-triol; erythrono-1,4-lactone; 4-aminobutyric acid; stearic acid; threitol; glycerophosphoglycerol; D-(+)-mannose; D-threonic acid-1,4-lactone; decane; D-galactose; L-tyrosine; uracil; D-arabinonic acid; D-ribose; octacosane; adenosine; D-fructose",L-threonic acid; D-mannitol; D-galactonic acid; D-(−)-2-methylmalic acid; oxalic acid; L-dehydroascorbic acid; galactinol; L-alanine; hydrogen sulfide; ononitol,,,,,,,,,,,,,,,,,,
Searching for metabolic changes in urine headspace composition as an effect of strenuous walking,2016/12/14,mass spectrometry,PTR-MS Quad (Radboud),MTBLS164,Simona Cristescu; Phil Brown,,Homo sapiens,urine,acetic acid; hexanoic acid; phenol; succinic acid; methional; 3-hydroxy butyric acid; dimethyl disulfide,,,,,,,,,,,,,,,,,,,
Absolute quantification of metabolites in tomato fruit extracts by fast 2D NMR (Calibration Standard 500 MHz samples),2015/11/11,NMR spectroscopy,Bruker,MTBLS133,Patrick GIRAUDEAU; Annick MOING; Mickael MAUCOURT; Catherine DEBORDE,,reference compound,mixture,Glucose; Fructose; Glutamine; Citric acid; Sucrose; Malic acid,,,,,,,,,,,,,,,,,,,
Metabolomics identifies the intersection of phosphoethanolamine with menaquinone- triggered apoptosis in an in vitro model of leukemia,2015/10/19,mass spectrometry,"a LECO Pegasus 4D instrument with an Agilent 7683B autosampler, Agilent 7890A gas chromatograph and time-of-flight mass spectrometer",MTBLS226,Mark Styczynski; Suganthagunthalam Dhakshinamoorthy,,Homo sapiens,JURKAT cell,"1-(4-Bromobutyl)-2-piperidinone; 1,2,4-Butanetriol; 1-Butylamine; 1-Iodo-2-methylundecane; 1-Nonene, 4,6,8-trimethyl-; 2,2'-[Oxybis(2,1-ethanediyloxy)]diethanol; 2,4,4-Trimethyl-1,3-pentanediyl bis(2-methylpropanoate); 2,6,10,15-tetramethylheptadecane; 2-[2-[2-(2-Methoxyethoxy)ethoxy]ethoxy]ethoxy-trimethylsilane; 2-Butyl-1-octanol; 2-Butyl-1-octanol 2; 2-Furoic acid; 2-Hydroxypyridine; 2-Methyl-1,3-thiazolidine-2-carboxamide; 2-Methyl-2-[(2-methyl-2-undecanyl)disulfanyl]undecane; 2-methylbenzoic acid; 4,6-Dimethyldodecane; 4,6-Dimethyldodecane 2; 4-Hydroxy-L-proline; 7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione; Acetophenone; Adenosine monophosphate; Adenosine-5-monophosphate (4TMS) (Derivate not found); Benzoic acid; Beta-Alanine; Bis(trimethylsilyl)isovanillate; Boric acid; Capric acid; Caprylic acid; Carbodiimide; Citric acid; D-Glucose; Diacetone alcohol; Diethylpropylamine; Diphenyl sulfone; Dodecanoic acid; Dodecanol; D-Psicose; D-Ribose; D-Xylitol; Erythritol; Fructose 1-phosphate; Fumaric acid; Gamma-Aminobutyric acid; Glutaric acid, 2-hydroxy- (3TMS); Glyceric acid; Glycerol-3-phosphate; Glycine; Glycolic acid; Heneicosanoic acid; Heptadecanoic acid; Hexadecane; Hexanedioic acid, bis(2-ethylhexyl) ester; Hydrogen sulfide; Hydroxylamine; Hydroxyproline; Hypotaurine; Idose; L-Allothreonine; L-Asparagine; L-Aspartic acid; L-Glutamate; L-Glutamate 2; L-Isoleucine; L-Leucine; L-Proline; L-Proline 2; L-Proline, 1-methyl-5-oxo-, methyl ester; L-Serine; L-Threonine; L-Tryptophan; L-Tyrosine; L-Tyrosine 2; Lumichrome; L-Valine; L-Valine 2; Mannitol; Mequinol; monomethyl phosphate; myo-Inositol; myo-Inositol 2; Myristic acid; N,N-Dipropylformamide; NA114002 (classified unknown); N-Isopropylethylenediamine; Nonanal; Nonanoic acid; Oleamide; Oleic acid; O-Phosphoethanolamine; Ornithine; Pentasiloxane, dodecamethyl-; Phosphoric acid; Phosphoric acid 2; Phosphoric acid 3; Propane-1,3-diol (2TMS); Propylene glycol; Pyridine, 3-hydroxy- (1TMS); Pyroglutamic acid; Pyroglutamic acid 3","Pyrophosphate; Succinic acid; Tetrahydrofuran; Threonic acid; trans-(2,3-Diphenylcyclopropyl)methyl phenyl sulfoxide; Tridecane; Triethylene glycol; Unknown 1008; Unknown 1039; Unknown 1075; Unknown 1155; Unknown 1160; Unknown 1166; Unknown 1183; Unknown 126; Unknown 1303; Unknown 1334; Unknown 1357; Unknown 1362; Unknown 1368; Unknown 1431; Unknown 146; Unknown 1460; Unknown 1473; Unknown 151; Unknown 1682; Unknown 1700; Unknown 1724; Unknown 1742; Unknown 1878; Unknown 202; Unknown 2058; Unknown 206; Unknown 211; Unknown 2148; Unknown 2204; Unknown 2248; Unknown 232; Unknown 2366; Unknown 2384; Unknown 240; Unknown 242; Unknown 244; Unknown 2522; Unknown 253; Unknown 2532; Unknown 2655; Unknown 266; Unknown 2701; Unknown 2735; Unknown 2736; Unknown 2775; Unknown 2832; Unknown 2872; Unknown 2889; Unknown 291; Unknown 297; Unknown 3039; Unknown 3250; Unknown 3330; Unknown 3430; Unknown 3465; Unknown 3554; Unknown 3616; Unknown 3617; Unknown 3618; Unknown 3637; Unknown 366; Unknown 3747; Unknown 378; Unknown 382; Unknown 3851; Unknown 3884; Unknown 3923; Unknown 4192; Unknown 4435; Unknown 4441; Unknown 4459; Unknown 4512; Unknown 4513; Unknown 453; Unknown 456; Unknown 4605; Unknown 5020; Unknown 5035; Unknown 520; Unknown 5509; Unknown 596; Unknown 611; Unknown 638; Unknown 644; Unknown 724; Unknown 743; Unknown 799; Unknown 81; Unknown 842; Unknown 848; Unknown 854; Unknown 867; Unknown 923",Unknown 936; Unknown 942; Unknown 959; Unknown 984; Unknown 991; Unknown 997; Uridine 5'-monophosphate; Xylulose-5-phosphate,,,,,,,,,,,,,,,,,
"Metabolomic profiles in short day, after bolting, single leaf analysis, Arabidopsis thaliana",2015/9/14,mass spectrometry,GC-MS,MTBLS12,Joachim Kopka,,Arabidopsis thaliana,leaf,"benzoic acid; azelaic acid; malic acid; dodecane; 2-oxoglutaric acid; L-valine; myo-inositol; L-phenylalanine; pyroglutamic acid; fumaric acid; L-glutamic acid; glycolic acid; hexatriacontane; 1D-myo-inositol 1-phosphate; 3-caffeoylquinic acid; N-carboxyglycine; L-glyceric acid; octadecane; succinic acid; ferulic acid; L-serine; salicylic acid-glucopyranoside; L-threonine; 3-hydroxypyridine; 4-hydroxybenzoic acid; 3-phospho-D-glyceric acid; L-ascorbic acid; L-shikimic acid; sucrose; D-saccharic acid; uric acid; ethanolamine; D-ribitol; D-glucopyranose; alpha,alpha'-D-Trehalose; D-gluconic acid; 1D-myo-inositol 2-phosphate; D-arabinitol; raffinose; D-tagatose; phosphoric acid; spermidine; erythronic acid; beta-alanine; beta-maltose; pentadecane; 1,6-anhydro-beta-D-glucose; glycerol; citric acid; D-glucose 6-phosphate; D-threose; diethylene glycol; L-proline; D-fructose 6-phosphate; methyl nonadecanoate; putrescine; glycerol-3-phosphate; L-aspartic acid; 3-hydroxy-3-methylglutaric acid; docosane; 6-hydroxynicotinic acid; glycine; dotriacontane; 2-hydroxypyridine; L-alanine-d4; palmitic acid; lactic acid; meso-erythritol; L-rhamnose; cis-sinapic acid; stearic acid; boric acid; glycerophosphoglycerol; sorbitol; D-threonic acid-1,4-lactone; decane; uracil; octacosane; D-fructose; L-threonic acid; tetradecanoic acid; D-galactonic acid; L-dehydroascorbic acid; siloxane; galactinol; mesaconic acid",,,,,,,,,,,,,,,,,,,
Quantitative profiling of endocannabinoids in lipoproteins by LC–MS/MS,2015/3/11,mass spectrometry,TSQ Vantage (Thermo Scientific),MTBLS163,Mesut Bilgin; Andrej Shevchenko,,Homo sapiens; reference compound,blood plasma; mixture,1-AG 16:0; 1-AG 16:1; 1-AG 18:0; 1-AG 18:1; 1-AG 18:2; 1-AG 20:3; 1-AG 20:4; 1-AG 20:5; 1-AG 22:4; 1-AG 22:5; 1-AG 22:6; 2-AG 16:0; 2-AG 16:1; 2-AG 18:0; 2-AG 18:1; 2-AG 18:2; 2-AG 20:3; 2-AG 20:4; 2-AG 20:5; 2-AG 22:4; 2-AG 22:5; 2-AG 22:6; NAGly 16:0; NAGly 16:1; NAGly 18:0; NAGly 18:1; NAGly 18:2; NAGly 22:6; NAE 16:0; NAE 16:1; NAE 18:0; NAE 18:1; NAE 18:2; NAE 20:3; NAE 20:4; NAE 20:5; NAE 22:4; NAE 22:5; NAE 22:6; NASer 16:0; NASer 16:1; NASer 18:0; NASer 18:1; NASer 18:2; NASer 20:4; NASer 20:6,,,,,,,,,,,,,,,,,,,
A microfluidics-based in vitro model of the gastrointestinal human-microbe interface,2017/7/28,mass spectrometry,5975C Series GC/MSD (Agilent),MTBLS328,Pranjul Shah; Christian Jaeger; Paul Wilmes,,Lactobacillus rhamnosus; Homo sapiens,whole organism; CACO-2 cell,No match: 2394.62; No match: 1885.71; Citric acid; Fructose; Fumaric acid; Ornithine; Phosphoric acid; No match: 1600.67; Unknown#sst; Adipic acid; No match: 2326.37; Isocitric acid; No match: 1235.34; No match: 1640.24; No match: 1907.90; 4-Aminobutanoic acid; Gluconic acid; Erythronate; Phosphoethanolamine; Ribitol-Lu; No match: 1756.24; Aspartic acid; Glycerol-3-phosphoric acid; Creatinine; Urea; No match: 2035.50; beta-Alanine; Erythritol; Isoleucine; Galactose; Cholesterol; Pyrophosphoric acid; Unknown#bth pae 011; Unknown#bth pae 024; Glucono lactone; No match: 1560.73; Uracil; Norleucine; No match: 2526.09; Malic acid; Unknown#bth pae 065; Threonine; Taurine; No match: 2823.69; Mannose; Proline; No match: 1155.89; No match: 1957.19; No match: 2245.13; Serine; No match: 2534.24; No match: 1562.46; Glucose; Leucine; 5-Oxoproline; Unknown#sst cgl D05; Uridine; Unknown#sst cgl 011; Phosp(1gs)monomethylester; Adenosine-5'-monophos(1gs); Unknown#bth pae 026; Benzoic acid; Unknown#sst cgl 027; Phosphoenolpyruvic acid; No match: 1965.52; Unknown#sst cgl 035; No match: 1251.35; Pantothenic acid; Unknown#bth pae 046; No match: 1988.71; No match: 1714.34; Inositol; No match: 3280.72; Phenylalanine; 2-Ketoglutaric acid; Valine; No match: 1940.12; 3-Phosphoglyceric acid; Oxalic acid; Unknown#sst cgl 082; Carbonic acid; Unknown#sst cgl 010a; 3-Hydroxybutyric acid; No match: 1029.42; No match: 2188.21; Hexadecanoic acid; Lysine; No match: 1567.88; No match: 1684.74; Glycine; Glutamic acid; Unknown#bth pae 050; Glycolic acid; Glycerol; Pyruvic acid; No match: 1300.45; Unknown#bth pae 013; Sarcosine; No match: 2668.77; No match: 2769.20,No match: 1037.79; No match: 1568.12; Unknown#cgl; No match: 1214.71; No match: 1091.03; No match: 1294.96; No match: 1254.89; No match: 2741.67; No match: 2668.87; No match: 1118.24; No match: 1867.56; No match: 2018.11; No match: 1447.03; No match: 1011.35; No match: 1306.66; No match: 1675.22; No match: 1354.57; No match: 1046.45; No match: 1266.06; No match: 1687.15; No match: 1214.44; No match: 3190.51; No match: 1170.53; No match: 1361.46; No match: 2652.38; Arabinose; No match: 2686.31; No match: 1047.90; No match: 2172.80; Lyxose; No match: 1973.19; No match: 2443.22; No match: 1622.53; No match: 1203.72; No match: 1495.37; No match: 1002.51; No match: 1505.32; No match: 1936.61; No match: 1882.04; No match: 1445.53; No match: 1810.06; No match: 1667.90; No match: 1125.27; No match: 1301.30; No match: 3381.26; No match: 2482.09; No match: 1657.58; No match: 3987.10; No match: 1437.24; No match: 1705.97; No match: 1560.78; No match: 1570.57; No match: 1658.13; No match: 1396.71; No match: 1389.34; No match: 1366.52; No match: 1003.87; No match: 1604.75; No match: 2028.75; No match: 2022.86; No match: 1888.53; No match: 1693.92; No match: 1054.48; No match: 1350.74; No match: 2520.76; No match: 1249.16; No match: 1308.63; No match: 1289.60; No match: 2629.75; No match: 2590.17; No match: 2510.90; No match: 1898.87; No match: 1909.62; Lactic acid; No match: 2578.39; No match: 1155.19; No match: 2937.35; No match: 2058.53; No match: 2577.97; No match: 1725.47; No match: 2560.29; No match: 2955.81; No match: 1419.85; No match: 2824.20; Sucrose; No match: 1030.08,,,,,,,,,,,,,,,,,,
Large-scale non-targeted serum metabolomics in the Swedish Twin Registry,2014/8/30,mass spectrometry,Xevo G2 QTOF (Waters),MTBLS93,Andrea Ganna; Samira Salihovic; Patrik Magnusson; Erik Ingelsson,,Homo sapiens,blood serum,"Choline; Creatinine; e-Caprolactam; DL-2-Aminooctanoic acid; Gamma-Caprolactone; L-Proline; Betaine; Salicylic acid|Aspirin; Theobromine; Creatine; L-Leucine|L-Norleucine; Hypoxanthine; 3-Pyridylacetic acid|trigonelline; Stachydrine; Benzenebutanoic acid; Indole-3-carbinol; Acetaminophen; 2-Ketohexanoic acid; S-(4,5-Dihydro-2-methyl-3-furanyl) ethanethioate; L-Carnitine; L-Phenylalanine; Uric acid; Indoleacetic acid; Paraxanthine|Theophylline; L-Tyrosine|o-Tyrosine; Naproxen; L-Tryptophan; 3-Indolepropionic acid; 1,3,7-Trimethyluric acid; Caffeine; Hippuric acid; L-Acetylcarnitine; Indolelactic acid; Pantothenic acid; Flavone; Butyryl-L-carnitine|Isobutyryl-L-carnitine; Geranyl acetoacetate; Dodecanedioic acid; 5a-Androst-3-en-17-one; Propranolol; gamma-Glutamyl-leucine; Myristic acid; Alpha-Linolenic acid; L-Aspartyl-L-phenylalanine; Pentadecanoic acid; D-erythro-sphingosine; Oleamide; Piperine; L-Octanoylcarnitine; Palmitoleic acid; 2,6 dimethylheptanoyl carnitine; 4-Androsten-11Beta-ol-3,17-dione|11?-Hydroxy-4-androstene-3,17-dione; Arachidonic acid; Heptadecanoic aicd; Phenylalanylphenylalanine; Decanoyl-L-carnitine; Fatty acid C20:5 methyl ester; Linoleic acid; Arachidonic acid methyl ester; Monoacylglycerol(14:0); 10-nitro-9E-octadecenoic acid|9-nitro-9E-octadecenoic acid; Fatty acid C22:6; 4,8 dimethylnonanoyl carnitine; Arachidonic acid ethyl ester; Monoacylglycerol(18:0); C12 Carnitine; Corticosterone; Monoacylglycerol(16:1); Monoacylglycerol(16:0); Monoacylglycerol(18:3); Treprostinil; Prostaglandin J2; Hyodeoxycholic acid; Deoxycholic acid; Cortisol; 6-hydroxy-5-cholestanol|cholesterol; cis-5-Tetradecenoylcarnitine; Cholic acid; Monoacylglycerol(18:2); Monoacylglycerol(18:1); Stearic acid; Monoacylglycerol(20:5); C16 Carnitine; 7-Ketocholesterol; 17-phenyl trinor Prostaglandin E2|17-phenyl trinor Prostaglandin D2; sodium glycochenodeoxycholate; Deoxycholic acid glycine conjugate; Chenodeoxycholic acid; Linoleyl carnitine; Oleoyl-L-carnitine hydrochloride; Alpha-Tocopherol; 3a,6b,7b-Trihydroxy-5b-cholanoic acid; Barogenin; Gamma-Tocopherol; Dodecanoic acid; dehydroepiandrosterone sulfate (sodium salt); Lysophosphatidylethanolamine(16:0); 1-palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine; Glycocholic acid; 1-O-1'-(Z)-octadecenyl-2-hydroxy-sn-glycero-3-phosphoethanolamine","Lysophosphatidylethanolamine(18:2); Phosphatidylcholine(15:2/0:0)|Phosphatidylethanolamine(18:2/0:0); Lysophosphatidylethanolamine(18:1); 1-oleoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine; Lysophosphatidylethanolamine(18:0); 1-Stearoyl-2-Hydroxy-sn-Glycero-3-Phosphoethanolamine; 2a-(3-Hydroxypropyl)-1a,25-dihydroxy-19-norvitamin D3; Phosphatidylcholine(37:5)|Phosphoethanolamine(40:5); Lysophosphatidylcholine(0:0/16:1); Lysophosphatidylcholine(16:1/0:0); Lysophosphatidylcholine(0:0/16:0); 1-palmitoyl-2-hydroxy-sn-glycero-3-phosphocholine; Lysophosphatidylethanolamine(20:4); Phosphatidylcholine(O-18:1/0:0)|Phosphatidylcholine(P-18:0/0:0); Lysophosphatidylcholine(18e:0/0:0); Lyso-PAF C-18; Phosphatidylserine(18:0); Lysophosphatidylcholine(18:3); Lysophosphatidylcholine(0:0/18:2); Lysophosphatidylcholine(18:2/0:0); Lysophosphatidylcholine(18:1); 1-oleoyl-2-hydroxy-sn-glycero-3-phosphocholine; Lysophosphatidylcholine(0:0/18:0); 1-stearoyl-2-hydroxy-sn-glycero-3-phosphocholine; Lysophosphatidylcholine(0:0/20:4); Lysophosphatidylcholine(20:4/0:0); Lysophosphatidylcholine(20:3); Lysophosphatidylcholine(20:2); Lysophosphatidylcholine(20:1); 3-cis-Hydroxy-b,e-Caroten-3'-one; Palmitic acid; 1-arachidoyl-2-hydroxy-sn-glycero-3-phosphocholine; Lysophosphatidylcholine(0:0/20:5); Lysophosphatidylcholine(20:5/0:0); Lysophosphatidylcholine(22:5); Lysophosphatidylcholine(22:4); Biliverdin hydrochloride b; Biliverdin hydrochloride a; Biliribin I; Biliribin II; D-Urobilinogen|I-Urobilin; cis/trans-Oleic acid; 1-linoleoyl-2-stearoyl-sn-glycerol; 1-vaccenoyl-2-palmitoyl-sn-glycerol; Ceramide phosphoethanolamine(33:1)|Sphingomyelin(30:1); Ceramide phosphoethanolamine(34:1); Ceramide phosphoethanolamine(35:2)|Sphingomyelin(32:2); Phosphatidylcholine(28:2); Ceramide phosphoethanolamine(35:1)|Sphingomyelin(32:1); Phosphatidylcholine(28:1); Ceramide phosphoethanolamine(36:2); Phosphatidylcholine(29:1); Ornithine; Ceramide phosphoethanolamine(37:2)|Sphingomyelin(34:2); Phosphatidylcholine(30:2); N-palmitoyl-D-erythro-sphingosylphosphorylcholine; Phosphatidylcholine(30:1); Ceramide phosphoethanolamine(38:2); Sphingomyelin(d18:2/18:1); N-(9Z-octadecenoyl)-sphing-4-enine-1-phosphocholine; 1,2-dipalmitoleoyl-sn-glycero-3-phosphocholine; N-(octadecanoyl)-sphing-4-enine-1-phosphocholine; Phosphatidylcholine(32:1); 1,2-dipalmitoyl-sn-glycero-3-phosphocholine; 1,2-dilinoleoyl-sn-glycero-3-phosphocholine; Phosphatidylcholine(33:1)|Phosphoethanolamine(36:1); Phosphatidylcholine(34:5)|Phosphoethanolamine(37:5); Phosphatidylcholine(34:4); Phosphatidylcholine(34:3); Phosphatidylcholine(34:2)|Phosphoethanolamine(37:2); 1-oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine; Phosphatidylcholine(34:0); C16-20:5 Phosphatidylcholine; Phosphatidylcholine(35:4)|Phosphoethanolamine(38:4); 1-stearoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine|C15-20:4 Phosphatidylcholine; Phosphatidylcholine(35:3)|Phosphoethanolamine(38:3); Phosphatidylcholine(35:2)|Phosphoethanolamine(38:2); Phosphatidylcholine(34:3)|Phosphoethanolamine(37:3); Phosphatidylcholine(36:6); Phosphatidylcholine(36:5); Phosphatidylcholine(36:3)|Phosphoethanolamine(39:3); Sphingomyelin(40:2); 1,2-dioleoyl-sn-glycero-3-phosphocholine|1,2-dipetroselenoyl-sn-glycero-3-phosphocholine; Phosphatidylcholine(36:1); Sphingomyelin(41:2); Phosphatidylcholine(38:7); 1-palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine; Phosphatidylcholine(38:5)|Phosphoethanolamine(41:5); Phosphatidylcholine(38:4); Phosphatidylcholine(38:3); Phosphatidylcholine(38:2); N-(15Z-tetracosenoyl)-sphinganine-1-phosphocholine; Phosphatidylcholine(40:6); Sphingomyelin(42:3); LacCer(d18:1/14:0); Phosphatidylcholine(40:5); Phosphatidylcholine(42:7); Lactosyl ceramide(d18:1/16:0)",,,,,,,,,,,,,,,,,,
Mechanistic insights revealed by lipid profiling in monogenic insulin resistance syndromes (Mouse data),2017/3/2,mass spectrometry,Exactive (Thermo Scientific),MTBLS327,Julian Griffin,,Mus musculus,blood plasma,TG 48:4; TG 48:3; TG 48:2; TG 48:1; TG 50:4; TG 50:3; TG 50:2; TG 50:1; TG 51:3; TG 52:6; TG 52:5; TG 52:4; TG 52:3; TG 52:2; TG 54:8; TG 54:7; TG 54:6; TG 54:5; TG 54:4; TG 54:3; TG 54:2; TG 56:9; TG 56:8; TG 56:7; TG 56:6; TG 56:5; TG 56:4; TG 56:3; TG 58:11; TG 58:10; TG 58:9; TG 58:8; TG 58:7; TG 60:13; TG 60:12; TG 60:11; TG 62:14; TG 62:13,,,,,,,,,,,,,,,,,,,
Analysis of colorectal adenocarcinoma tissue samples by DESI mass spectrometry imaging,2016/4/28,mass spectrometry,Exactive,MTBLS289,James McKenzie; Zoltan Takats,,Homo sapiens/Mus musculus xenograft,colorectal adenocarcinoma cell,,,,,,,,,,,,,,,,,,,,
