GenericArticleId,RelevanceScore,PMID,DOI,PublicationDate,IsReview,Title,Author,Journal,Citation,ChemicalName,DiseaseName,GeneSymbolName,u,v,NeighborName,OrderingByCooccurrenceScore,QueryArticleCount,NeighborArticleCount,TotalArticleCount,EffectiveTotalArticleCount,ArticleCount,CooccurrenceScore
2483689,260,25239119,10.1136/gutjnl-2014-308260,2015-09-01,TRUE,Aspirin use after diagnosis but not prediagnosis improves established colorectal cancer survival: a meta-analysis,"Peiwei Li, Han Wu, Honghe Zhang, Yu Shi, Jinming Xu, Yao Ye, Dajing Xia, Jun Yang, Jianting Cai, Yihua Wu",Gut,2015 Sep; 64(9):1419-25,aspirin,,prostaglandin-endoperoxide synthase,2244,EC:1.14.99.1,prostaglandin-endoperoxide synthase,TRUE,20091,2307,34603510,4572961,273,13515
10550042,252,15703034,10.1111/j.1538-7836.2005.01119.x,2005-04-01,TRUE,Variability in response to aspirin: do we understand the clinical relevance?,"C L Campbell, S R Steinhubl",Journal of thrombosis and haemostasis : JTH,2005 Apr; 3(4):665-9,aspirin,,prostaglandin synthase,2244,EC:1.14.99.1,prostaglandin-endoperoxide synthase,TRUE,20091,2307,34603510,4572961,273,13515
42845,250,98976,10.1007/bf01968670,1978-06-01,TRUE,Aspirin and prostaglandins: some recent developments,M J Smith,Agents and actions,1978 Jun; 8(4):427-9,aspirin,,prostaglandin synthetase,2244,EC:1.14.99.1,prostaglandin-endoperoxide synthase,TRUE,20091,2307,34603510,4572961,273,13515
2192740,250,24687028,10.1001/jamainternmed.2014.511,2014-05-01,FALSE,"Expression of HLA class I antigen, aspirin use, and survival after a diagnosis of colon cancer","Marlies S Reimers, Esther Bastiaannet, Ruth E Langley, Ronald van Eijk, Ronald L P van Vlierberghe, Valery E P Lemmens, Myrthe P P van Herk-Sukel, Tom van Wezel, Riccardo Fodde, Peter J K Kuppen, Hans Morreau, Cornelis J H van de Velde, Gerrit Jan Liefers",JAMA internal medicine,2014 May; 174(5):732-9,aspirin,,prostaglandin-endoperoxide synthase,2244,EC:1.14.99.1,prostaglandin-endoperoxide synthase,TRUE,20091,2307,34603510,4572961,273,13515
7445789,250,28101448,10.5527/wjn.v6.i1.21,2017-01-06,FALSE,Acetylsalicylic acid interferes with embryonic kidney growth and development by a prostaglandin-independent mechanism,"Simon J M Welham, Alexander J Sparrow, David S Gardner, Matthew J Elmes",World journal of nephrology,2017 Jan; 6(1):21-28,acetylsalicylic acid,,prostaglandin synthase,2244,EC:1.14.99.1,prostaglandin-endoperoxide synthase,TRUE,20091,2307,34603510,4572961,273,13515
230627,265,29335863,10.1007/s11655-017-2551-4,2019-05-01,TRUE,Integrative Medicine on Optimizing Clopidogrel and Aspirin Therapy,Hui Chen,Chinese journal of integrative medicine,2019 May; 25(5):395-400,aspirin,,cyp2c19,2244,cyp2c19,cytochrome p450 family 2 subfamily c member 19,TRUE,20091,5052,34603510,4572961,301,13363
2389502,265,29901608,10.1097/md.0000000000011060,2018-06-01,TRUE,Efficacy and safety of CYP2C19 genotype in stroke or transient ischemic attack patients treated with clopidogrel monotherapy or clopidogrel plus aspirin: Protocol for a systemic review and meta-analysis,"Jia-Chen Yao, Min Cui, Mang-Mang Pan, Zhi-Chun Gu, Wen-Yan Li",Medicine,2018 Jun; 97(24):e11060,aspirin,,cyp2c19,2244,cyp2c19,cytochrome p450 family 2 subfamily c member 19,TRUE,20091,5052,34603510,4572961,301,13363
3243699,265,35000048,10.1007/s11033-022-07124-7,2022-01-09,FALSE,"COX-1, COX-2 and CYP2C19 variations may be related to cardiovascular events due to acetylsalicylic acid resistance","Deniz Kirac, Aysun Erdem Yaman, Tansu Doran, Mujgan Mihmanli, Elif Cigdem Keles",Molecular biology reports,2022 Jan; ?(?):,acetylsalicylic acid,,cyp2c19,2244,cyp2c19,cytochrome p450 family 2 subfamily c member 19,TRUE,20091,5052,34603510,4572961,301,13363
3709968,265,35656824,10.1161/strokeaha.122.038662,2022-06-03,FALSE,Effect of Hypertension on Efficacy and Safety of Ticagrelor-Aspirin Versus Clopidogrel-Aspirin in Minor Stroke or Transient Ischemic Attack,"Anxin Wang, Xia Meng, Xue Tian, S Claiborne Johnston, Hao Li, Philip M Bath, Yingting Zuo, Xuewei Xie, Jing Jing, Jinxi Lin, Yilong Wang, Xingquan Zhao, Zixiao Li, Yong Jiang, Liping Liu, Feng Wang, Yanxia Wang, Panbing Huang, Guofang Chen, Yongjun Wang",Stroke,2022 Jun; ?(?):101161STROKEAHA122038662,aspirin,,cyp2c19,2244,cyp2c19,cytochrome p450 family 2 subfamily c member 19,TRUE,20091,5052,34603510,4572961,301,13363
3736095,265,35727586,10.1001/jamaneurol.2022.1457,2022-06-21,FALSE,Time Course for Benefit and Risk With Ticagrelor and Aspirin in Individuals With Acute Ischemic Stroke or Transient Ischemic Attack Who Carry CYP2C19 Loss-of-Function Alleles: A Secondary Analysis of the CHANCE-2 Randomized Clinical Trial,"Yuesong Pan, Xia Meng, Aoming Jin, S Claiborne Johnston, Hao Li, Philip M Bath, Xuewei Xie, Jing Jing, Jinxi Lin, Yilong Wang, Xingquan Zhao, Zixiao Li, Yong Jiang, Liping Liu, Hongqin Yang, Jiwei Cheng, Zhimin Wang, Yongjun Wang",JAMA neurology,2022 Jun; ?(?):,aspirin,,cyp2c19,2244,cyp2c19,cytochrome p450 family 2 subfamily c member 19,TRUE,20091,5052,34603510,4572961,301,13363
4873103,260,32632713,10.1007/s00228-020-02946-5,2020-11-01,FALSE,"Body weight, CYP2C19, and P2Y12 receptor polymorphisms relate to clopidogrel resistance in a cohort of Chinese ischemic stroke patients with aspirin intolerance","Zhiqiang Li, Wanqing Dong, Daorong Yang, Linhai Sun, Xianjun He, Huanhuan Hu, Jianping Zhang, Chunyu Wang, Yulin Li, Ming Zhao, Yu Kong, Yan Wang",European journal of clinical pharmacology,2020 Nov; 76(11):1517-1527,aspirin,,cyp2c19,2244,cyp2c19,cytochrome p450 family 2 subfamily c member 19,TRUE,20091,5052,34603510,4572961,301,13363
5143709,260,33121452,10.1186/s12883-020-01974-z,2020-10-29,FALSE,Effectiveness and safety of high dose clopidogrel plus aspirin in ischemic stroke patients with the single CYP2C19 loss-of-function allele: a randomized trial,"Hongliang Wu, Huiqun Song, Lianwei Dou, Bo Gao, Yan Pan, Mei Dong, Qi Chen, Jiazhen Li, Lixiang Song, Chuanyu Liu, Bing Li, Wenzheng Chu",BMC neurology,2020 Oct; 20(1):395,aspirin,,cyp2c19,2244,cyp2c19,cytochrome p450 family 2 subfamily c member 19,TRUE,20091,5052,34603510,4572961,301,13363
1819196,260,23993980,10.1016/j.pharmthera.2013.08.005,2014-01-01,TRUE,Mechanisms of aspirin resistance,"Christopher N Floyd, Albert Ferro",Pharmacology & therapeutics,2014 Jan; 141(1):69-78,aspirin,,platelet glycoprotein iiia,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
4578321,255,31852420,10.1161/jaha.119.013470,2020-01-07,FALSE,Low-Dose Aspirin Treatment Attenuates Male Rat Salt-Sensitive Hypertension via Platelet Cyclooxygenase 1 and Complement Cascade Pathway,"Xiaoliang Jiang, Xue Liu, Xing Liu, Xianxian Wu, Pedro A Jose, Min Liu, Zhiwei Yang",Journal of the American Heart Association,2020 01; 9(1):e013470,aspirin,,cd61,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
4636035,255,31999906,NULL,2019-08-31,FALSE,Association of platelet-derived microvesicles with high on-treatment platelet reactivity in convalescent ischemic stroke patients treated with acetylsalicylic acid,"Justyna Rosińska, Joanna Maciejewska, Robert Narożny, Wojciech Kozubski, Maria Łukasik","Wiadomosci lekarskie (Warsaw, Poland : 1960)",2019 Aug; 72(8):1426-1436,acetylsalicylic acid,,cd61,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
11749111,255,18429969,10.1111/j.1365-2125.2008.03183.x,2008-08-01,TRUE,Pharmacogenetics of aspirin resistance: a comprehensive systematic review,"Timothy Goodman, Albert Ferro, Pankaj Sharma",British journal of clinical pharmacology,2008 Aug; 66(2):222-32,aspirin,,gpiiia,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
10667029,252,16006273,10.1592/phco.2005.25.7.942,2005-07-01,TRUE,Aspirin resistance: an evaluation of current evidence and measurement methods,"Christopher P Martin, Robert L Talbert",Pharmacotherapy,2005 Jul; 25(7):942-53,aspirin,,platelet glycoprotein iiia,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
1707537,250,23688183,10.3109/14017431.2013.800640,2013-08-01,FALSE,Polymorphisms and high on-aspirin platelet reactivity after off-pump coronary artery bypass grafting,"Zanxin Wang, Fei Gao, Jianlong Men, Jie Yang, Paul Modi, Minxin Wei",Scandinavian cardiovascular journal : SCJ,2013 Aug; 47(4):194-9,aspirin,,gpiiia,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
2204976,250,24720773,10.1089/gtmb.2013.0433,2014-06-01,FALSE,Platelet glycoprotein IIIa gene polymorphism (Leu33Pro) and aspirin resistance in a very elderly Chinese population,"Bei-Yun Wang, Shi-Jin Tan",Genetic testing and molecular biomarkers,2014 Jun; 18(6):389-93,aspirin,,platelet glycoprotein iiia,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
5723913,160,34471538,10.1177/20503121211042209,2021-01-01,FALSE,Prevalence of CYP2C19 and ITGB3 polymorphisms among Bangladeshi patients who underwent percutaneous coronary intervention,"Md Rabiul Islam, Tasnova Tasnim Nova, Nam Momenuzzaman, Sikder Nahidul Islam Rabbi, Ishrat Jahan, Thomas Binder, Mohammad Safiqul Islam, Abul Hasnat, Zabun Nahar",SAGE open medicine,2021; 9(?):20503121211042209,aspirin,,itgb3,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
4000789,155,30669018,10.1016/j.atherosclerosis.2018.12.029,2019-03-01,FALSE,Circulating monocyte-platelet aggregates are a robust marker of platelet activity in cardiovascular disease,"Nicole Allen, Tessa J Barrett, Yu Guo, Michael Nardi, Bhama Ramkhelawon, Caron B Rockman, Judith S Hochman, Jeffrey S Berger",Atherosclerosis,2019 03; 282(?):11-18,aspirin,,cd61,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
4164437,155,31095065,10.1097/iae.0000000000002563,2020-07-01,FALSE,CENTRAL RETINAL VEIN OCCLUSION IN OTHERWISE HEALTHY CHILDREN AND ADOLESCENTS: Association With Multigenetic Variants of Thrombophilia,"Dominique Bremond-Gignac, Alejandra Daruich, Marlène Gallet, Pierre Alain Menoud, Katarzyna Nowomiejska, Robert Rejdak, Francine Behar-Cohen, Moncef Benkhalifa, Henri Copin","Retina (Philadelphia, Pa.)",2020 Jul; 40(7):1339-1343,aspirin,,gpiiia,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
5681693,95,34357562,10.1007/s40291-021-00549-z,2021-11-01,TRUE,Cardiovascular Pharmacogenomics: An Update on Clinical Studies of Antithrombotic Drugs in Brazilian Patients,"Thiago Dominguez Crespo Hirata, Carolina Dagli-Hernandez, Fabiana Dalla Vecchia Genvigir, Volker Martin Lauschke, Yitian Zhou, Mario Hiroyuki Hirata, Rosario Dominguez Crespo Hirata",Molecular diagnosis & therapy,2021 Nov; 25(6):735-755,aspirin,,itgb3,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
3676503,85,35569165,10.18087/cardio.2022.4.n2020,2022-04-30,FALSE,The role of platelet glycoprotein IIb / IIIa inhibitors in current treatment of acute coronary syndrome,"T S Sukhinina, D V Pevzner, A V Mazurov, T N Vlasik, N G Solovieva, N S Kostritca, R M Shakhnovich, I S Yavelov",Kardiologiia,2022 Apr; 62(4):64-72,acetylsalicylic acid,,platelet glycoprotein iiia,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
3698897,85,35629166,10.3390/jpm12050744,2022-05-04,FALSE,Association of Genetic Polymorphisms with Complications of Implanted LVAD Devices in Patients with Congestive Heart Failure: A Kazakhstani Study,"Madina R Zhalbinova, Saule E Rakhimova, Ulan A Kozhamkulov, Gulbanu A Akilzhanova, Galina K Kaussova, Kenes R Akilzhanov, Yuriy V Pya, Joseph H Lee, Makhabbat S Bekbossynova, Ainur R Akilzhanova",Journal of personalized medicine,2022 May; 12(5):,aspirin,,itgb3,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
5421426,80,33893936,10.1007/s10557-021-07184-0,2021-04-24,FALSE,CD36+/CD61+ Microparticles Correlate with the Risk of Percutaneous Cardiac Interventions in Coronary Artery Disease Patients and the Effects of Ticagrelor,"Xue Zhou, Xing Liu, Hongmei Liu, Shuang Dou, Kangyin Chen, Xiaowei Zhang, Weiding Wang, Xuewen Wang, Jingjin Che",Cardiovascular drugs and therapy,2021 Apr; ?(?):,aspirin,,cd61,2244,itgb3,integrin subunit beta 3,TRUE,20091,1767,34603510,4572961,237,12145
3742224,265,35743540,10.3390/jcm11123471,2022-06-16,FALSE,Urine 11-Dehydro-Thromboxane B2 in Aspirin-Naive Males with Metabolic Syndrome,"Wiesław Piechota, Paweł Krzesiński, Katarzyna Piotrowicz, Grzegorz Gielerak, Małgorzata Kurpaska, Alicja Rączka, Agnieszka Woźniak-Kosek",Journal of clinical medicine,2022 Jun; 11(12):,aspirin,,insulin,2244,ins,insulin,TRUE,20091,261724,34603510,4572961,645,12031
3825135,265,35969698,NULL,2022-01-01,FALSE,Association between the prevalence of obstructive lung disease and the use of aspirin in a diabetic population,"Maria E Ramos-Nino, Charles D MacLean, Benjamin Littenberg","Interventional pulmonology (Middletown, Del.)",2022; 1(1):5-10,aspirin,,insulin,2244,ins,insulin,TRUE,20091,261724,34603510,4572961,645,12031
5830617,265,34762378,10.13703/j.0255-2930.20201104-0002,2021-11-12,FALSE,[Effect of acupuncture for regulating spleen and stomach on aspirin resistance in patients with type 2 diabetes mellitus: a randomized controlled trial],"Yuan-Qing Yang, Zhi-Long Zhang, Si Li, Xing-Ya Zhou, Xiao-Tong Xing, Jian-Bin Zhang",Zhongguo zhen jiu = Chinese acupuncture & moxibustion,2021 Nov; 41(11):1241-7,aspirin,,insulin,2244,ins,insulin,TRUE,20091,261724,34603510,4572961,645,12031
5865554,265,34856618,10.1055/s-0041-1740250,2021-12-02,FALSE,Glycemic Control and Aspirin Resistance in Patients Taking Low-Dose Aspirin for Pre-eclampsia Prevention,"Stephen E Gee, Marwan Ma'ayeh, Douglas Kniss, Mark B Landon, Steven G Gabbe, Kara M Rood",American journal of perinatology,2021 Dec; ?(?):,aspirin,,insulin,2244,ins,insulin,TRUE,20091,261724,34603510,4572961,645,12031
11505580,265,29139042,10.1007/s40262-017-0611-8,2018-06-01,TRUE,Obesity and Altered Aspirin Pharmacology,Nicholas B Norgard,Clinical pharmacokinetics,2018 06; 57(6):663-672,aspirin,,insulin,2244,ins,insulin,TRUE,20091,261724,34603510,4572961,645,12031
4551052,260,31783142,10.1016/j.diabet.2019.11.002,2020-10-01,FALSE,Determinants of aspirin resistance in patients with type 2 diabetes,"E Paven, J-G Dillinger, C Bal Dit Sollier, T Vidal-Trecan, N Berge, R Dautry, J-F Gautier, L Drouet, J-P Riveline, P Henry",Diabetes & metabolism,2020 10; 46(5):370-376,aspirin,,insulin,2244,ins,insulin,TRUE,20091,261724,34603510,4572961,645,12031
3630082,275,35469627,10.1016/j.iac.2021.12.005,2022-05-01,TRUE,Aspirin-Exacerbated Respiratory Disease: A Unique Case of Drug Hypersensitivity,"Kristen B Corey, Katherine N Cahill",Immunology and allergy clinics of North America,2022 May; 42(2):421-432,aspirin,,ige,2244,ighe,immunoglobulin heavy constant epsilon,TRUE,20091,21739,34603510,4572961,332,11580
5221907,270,33336182,10.1016/j.wjorl.2020.07.004,2020-12-01,TRUE,Endogenous cannabinoids may regulate chronic inflammation in aspirin-exacerbated respiratory disease,Joshua M Levy,World journal of otorhinolaryngology - head and neck surgery,2020 Dec; 6(4):255-257,aspirin,,ige,2244,ighe,immunoglobulin heavy constant epsilon,TRUE,20091,21739,34603510,4572961,332,11580
5684844,270,34364539,10.1016/j.jaci.2021.06.016,2021-08-01,TRUE,Innate immune cell dysregulation drives inflammation and disease in aspirin-exacerbated respiratory disease,"Ryan Eid, Carol H Yan, Whitney Stevens, Taylor A Doherty, Larry Borish",The Journal of allergy and clinical immunology,2021 08; 148(2):309-318,aspirin,,ige,2244,ighe,immunoglobulin heavy constant epsilon,TRUE,20091,21739,34603510,4572961,332,11580
198633,265,29249187,10.1080/17476348.2018.1417843,2018-02-01,TRUE,An update on the management of aspirin-exacerbated respiratory disease,"Ji-Ho Lee, Chang-Gyu Jung, Hae-Sim Park",Expert review of respiratory medicine,2018 02; 12(2):137-143,aspirin,,ige,2244,ighe,immunoglobulin heavy constant epsilon,TRUE,20091,21739,34603510,4572961,332,11580
3626896,265,35460728,10.1016/j.jaci.2022.04.007,2022-04-20,FALSE,Rapid and sustained effect of dupilumab on clinical and mechanistic outcomes in aspirin-exacerbated respiratory disease,"Kathleen M Buchheit, Aaqib Sohail, Jonathan Hacker, Rie Maurer, Deborah Gakpo, Jillian C Bensko, Faith Taliaferro, Jose Ordovas-Montanes, Tanya M Laidlaw",The Journal of allergy and clinical immunology,2022 Apr; ?(?):,aspirin,,ige,2244,ighe,immunoglobulin heavy constant epsilon,TRUE,20091,21739,34603510,4572961,332,11580
5770901,265,34597850,10.1016/j.jaip.2021.09.030,2021-09-28,FALSE,Appraisal of the Real-World Effectiveness of Biologic Therapies in Aspirin-Exacerbated Respiratory Disease,"Hannah Wangberg, Samantha R Spierling Bagsic, Lilliana Osuna, Andrew A White",The journal of allergy and clinical immunology. In practice,2021 Sep; ?(?):,aspirin,,ige,2244,ighe,immunoglobulin heavy constant epsilon,TRUE,20091,21739,34603510,4572961,332,11580
3365507,265,35032094,10.1002/alr.22977,2022-01-14,FALSE,Steroid affected cytokines in aspirin exacerbated respiratory disease,"Li Hui Tan, Cailu Lin, Heather Ungerer, Ankur Kumar, Anas Qatanani, Nithin D Adappa, James N Palmer, John V Bosso, Danielle Reed, Noam A Cohen, Michael A Kohanski",International forum of allergy & rhinology,2022 Jan; ?(?):,aspirin,,il-6,2244,il6,interleukin 6,TRUE,20091,100153,34603510,4572961,448,11163
3405662,265,35142767,10.1039/d1fo02397g,2022-02-10,FALSE,Combined royal jelly 10-hydroxydecanoic acid and aspirin has a synergistic effect against memory deficit and neuroinflammation,"Mengmeng You, Kangli Wang, Yongming Pan, Lingchen Tao, Quanxin Ma, Guozhi Zhang, Fuliang Hu",Food & function,2022 Feb; ?(?):,aspirin,,il-6,2244,il6,interleukin 6,TRUE,20091,100153,34603510,4572961,448,11163
3422312,265,35186231,10.1155/2022/4708572,2022-01-01,FALSE,The Clinical Efficacy of Tirofiban Combined with Ticagrelor and Aspirin in Treating Acute Myocardial Infarction by Percutaneous Coronary Intervention and Its Effect on Patients' Cardiac Function,"Rui Peng, Feng Li",Journal of healthcare engineering,2022; 2022(?):4708572,aspirin,,interleukin-6,2244,il6,interleukin 6,TRUE,20091,100153,34603510,4572961,448,11163
3426320,265,35197754,10.1016/j.sjbs.2021.10.019,2022-02-01,FALSE,"Linsitinib and aspirin as the IGF1-R antagonists, inhibit regorafenib-resistant chemotherapy in colon cancer","Yu Guo, Entezar Mehrabi Nasab, Fatemeh Hassanpour, Seyyed Shamsadin Athari",Saudi journal of biological sciences,2022 Feb; 29(2):872-877,aspirin,,il-6,2244,il6,interleukin 6,TRUE,20091,100153,34603510,4572961,448,11163
3488678,265,35366783,10.2174/1871525720666220401102728,2022-04-01,FALSE,Effect of Aspirin on the prevention of pro-thrombotic states in hospitalized COVID-19 patients: Systematic review,"Masoumeh Abdi, Zahra Hosseini, Fatemeh Shirjan, Leila Mohammadi, Sahel Shafiee Dolat Abadi, Nilofar Massoudi, Moein Zangiabadian, Mohammad Javad Nasiri",Cardiovascular & hematological agents in medicinal chemistry,2022 Apr; ?(?):,acetylsalicylic acid; aspirin,,il-6,2244,il6,interleukin 6,TRUE,20091,100153,34603510,4572961,448,11163
5708150,270,34429873,10.1002/clt2.12048,2021-08-01,TRUE,Biomarkers for predicting response to long-term high dose aspirin therapy in aspirin-exacerbated respiratory disease,"Lucyna Mastalerz, Katarzyna E Tyrak",Clinical and translational allergy,2021 Aug; 11(6):e12048,aspirin,,5-lipoxygenase,2244,alox5,arachidonate 5-lipoxygenase,TRUE,20091,5910,34603510,4572961,242,10496
3741114,265,35740559,10.3390/cancers14122893,2022-06-11,FALSE,Clinical Study of Aspirin and Zileuton on Biomarkers of Tobacco-Related Carcinogenesis in Current Smokers,"Linda L Garland, José Guillen-Rodriguez, Chiu-Hsieh Hsu, Lisa E Davis, Eva Szabo, Christopher R Husted, Hanqiao Liu, Ashley LeClerc, Yuriy O Alekseyev, Gang Liu, Julie E Bauman, Avrum E Spira, Jennifer Beane, Malgorzata Wojtowicz, H-H Sherry Chow",Cancers,2022 Jun; 14(12):,aspirin,,5-lipoxygenase,2244,alox5,arachidonate 5-lipoxygenase,TRUE,20091,5910,34603510,4572961,242,10496
3761992,265,35796692,10.2337/db20-1245,2022-07-07,FALSE,Topical Aspirin Administration Improves Cutaneous Wound Healing in Diabetic Mice Through a Phenotypic Switch of Wound Macrophages Toward an Anti-Inflammatory and Pro-Resolutive Profile Characterized by LXA4 Release,"Christophe Dardenne, Marie Salon, Hélène Authier, Etienne Meunier, Mohamad AlaEddine, José Bernad, Marielle Bouschbacher, Lise Lefèvre, Bernard Pipy, Agnès Coste",Diabetes,2022 Jul; ?(?):,aspirin,,5-lox,2244,alox5,arachidonate 5-lipoxygenase,TRUE,20091,5910,34603510,4572961,242,10496
1544010,260,23246457,10.1016/j.clinbiochem.2012.12.005,2013-05-01,TRUE,Biochemical pathogenesis of aspirin exacerbated respiratory disease (AERD),"Arun Narayanankutty, Juan Manuel Reséndiz-Hernández, Ramcés Falfán-Valencia, Luis M Teran",Clinical biochemistry,2013 May; 46(7-8):566-78,aspirin,,5-lipoxygenase,2244,alox5,arachidonate 5-lipoxygenase,TRUE,20091,5910,34603510,4572961,242,10496
2611974,260,25590316,10.2500/ajra.2015.29.4123,2015-01-01,TRUE,Factors driving the aspirin exacerbated respiratory disease phenotype,"John W Steinke, Larry Borish",American journal of rhinology & allergy,2015 Jan; 29(1):35-40,aspirin,,5-lipoxygenase,2244,alox5,arachidonate 5-lipoxygenase,TRUE,20091,5910,34603510,4572961,242,10496
4593374,255,31889962,10.1186/s13223-019-0395-5,2019-01-01,FALSE,"Expression of COX-1, COX-2, 5-LOX and CysLT 2  in nasal polyps and bronchial tissue of patients with aspirin exacerbated airway disease","Monique Vorsprach, Christoph Arens, Stephan Knipping, Dörte Jechorek, Sabine Stegemann-Koniszewski, Eva Lücke, Jens Schreiber","Allergy, asthma, and clinical immunology : official journal of the Canadian Society of Allergy and Clinical Immunology",2019; 15(?):83,aspirin,,5-lox; arachidonate 5-lipoxygenase,2244,alox5,arachidonate 5-lipoxygenase,TRUE,20091,5910,34603510,4572961,242,10496
11466283,255,29035123,10.1080/01902148.2017.1358776,2017-10-01,FALSE,Physiopathology and genetics in aspirin-exacerbated respiratory disease,"Gandhi F Pavón-Romero, Fernando Ramírez-Jiménez, Marco Alejandro Roldán-Alvarez, Luis M Terán, Ramcés Falfán-Valencia",Experimental lung research,2017 10; 43(8):327-335,aspirin,,alox5,2244,alox5,arachidonate 5-lipoxygenase,TRUE,20091,5910,34603510,4572961,242,10496
5101777,160,33004893,10.1038/s41598-020-73203-z,2020-10-01,FALSE,Computational analysis of eugenol inhibitory activity in lipoxygenase and cyclooxygenase pathways,"Francisco das Chagas Pereira de Andrade, Anderson Nogueira Mendes",Scientific reports,2020 10; 10(1):16204,aspirin,,5-lox,2244,alox5,arachidonate 5-lipoxygenase,TRUE,20091,5910,34603510,4572961,242,10496
5392423,110,33812217,10.1016/j.plefa.2021.102269,2021-04-01,FALSE,Oxylipin patterns in human colon adenomas,"Christoph Schmöcker, Heike Gottschall, Katharina M Rund, Laura Kutzner, Fabian Nolte, Annika I Ostermann, Dirk Hartmann, Nils Helge Schebb, Karsten H Weylandt","Prostaglandins, leukotrienes, and essential fatty acids",2021 04; 167(?):102269,aspirin,,5-lox,2244,alox5,arachidonate 5-lipoxygenase,TRUE,20091,5910,34603510,4572961,242,10496
5805160,265,34688694,10.1016/j.lfs.2021.120073,2021-12-01,FALSE,"Comparative study on the effect of aspirin, TP receptor antagonist and TxA2 synthase inhibitor on the vascular tone of human saphenous vein and internal mammary artery","Gulsev Ozen, Khadija Aljesri, Heba Abdelazeem, Xavier Norel, Gulsum Turkyılmaz, Saygın Turkyılmaz, Gokce Topal",Life sciences,2021 Dec; 286(?):120073,aspirin,,thromboxane synthase,2244,EC:5.3.99.5,thromboxane-a synthase,TRUE,20091,1662,34603510,4572961,198,10225
4229178,255,31266078,10.1055/s-0039-1692681,2019-09-01,FALSE,miR-34b-3p May Promote Antiplatelet Efficiency of Aspirin by Inhibiting Thromboxane Synthase Expression,"Wen Wen Liu, Hao Wang, Xia Huan Chen, Sidney W Fu, Mei Lin Liu",Thrombosis and haemostasis,2019 Sep; 119(9):1451-1460,aspirin,,thromboxane synthase,2244,EC:5.3.99.5,thromboxane-a synthase,TRUE,20091,1662,34603510,4572961,198,10225
11455921,255,28991640,10.1016/j.phymed.2017.08.023,2017-11-15,FALSE,The isoflavonoid tectorigenin has better antiplatelet potential than acetylsalicylic acid,"Lenka Applová, Jana Karlíčková, Michal Říha, Tomáš Filipský, Kateřina Macáková, Jiřina Spilková, Přemysl Mladěnka",Phytomedicine : international journal of phytotherapy and phytopharmacology,2017 Nov; 35(?):11-17,acetylsalicylic acid,,thromboxane synthase,2244,EC:5.3.99.5,thromboxane-a synthase,TRUE,20091,1662,34603510,4572961,198,10225
1440109,250,22959706,10.1016/j.thromres.2012.08.309,2012-11-01,FALSE,EV-077 in vitro inhibits platelet aggregation in type-2 diabetics on aspirin,"Kjell S Sakariassen, Eti A Femia, Federico M Daray, Gian M Podda, Cristina Razzari, Mariateresa Pugliano, Andrea E Errasti, Arnaldo R Armesto, Wanda Nowak, Pēteris Alberts, Jean-Philippe Meyer, Alexandra S Sorensen, Marco Cattaneo, Rodolfo P Rothlin",Thrombosis research,2012 Nov; 130(5):746-52,aspirin,,thromboxane synthase,2244,EC:5.3.99.5,thromboxane-a synthase,TRUE,20091,1662,34603510,4572961,198,10225
1801280,250,23943337,10.1007/s11239-013-0979-8,2014-01-01,FALSE,Pharmacodynamic effects of EV-077 in patients with diabetes mellitus and coronary artery disease on aspirin or clopidogrel monotherapy: results of an in vitro pilot investigation,"Fabiana Rollini, Antonio Tello-Montoliu, Ronakkumar Patel, Andrew Darlington, Ryan E Wilson, Francesco Franchi, Ana Muñiz-Lozano, Bhaloo Desai, Norbert Bender, Kjell S Sakariassen, Dominick J Angiolillo",Journal of thrombosis and thrombolysis,2014; 37(2):131-8,aspirin,,thromboxane synthase,2244,EC:5.3.99.5,thromboxane-a synthase,TRUE,20091,1662,34603510,4572961,198,10225
